id,referencia,marca,capacidad,ciudad,responsable
9184,"ACH01,ACH22,ACH43","sony, rico, kelley",556,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8358,"ACH01,ACH22,ACH43","sony, rico, kelley",1054,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
784,"ACH01,ACH22,ACH43","sony, rico, kelley",1705,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8787,"ACH01,ACH22,ACH43","sony, rico, kelley",1145,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4476,"ACH01,ACH22,ACH43","sony, rico, kelley",1701,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1288,"ACH01,ACH22,ACH43","sony, rico, kelley",122,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9210,"ACH01,ACH22,ACH43","sony, rico, kelley",1296,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9241,"ACH01,ACH22,ACH43","sony, rico, kelley",1019,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7349,"ACH01,ACH22,ACH43","sony, rico, kelley",890,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6081,"ACH01,ACH22,ACH43","sony, rico, kelley",1467,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7718,"ACH01,ACH22,ACH43","sony, rico, kelley",1727,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9213,"ACH01,ACH22,ACH43","sony, rico, kelley",1610,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1063,"ACH01,ACH22,ACH43","sony, rico, kelley",278,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8372,"ACH01,ACH22,ACH43","sony, rico, kelley",892,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4668,"ACH01,ACH22,ACH43","sony, rico, kelley",543,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3347,"ACH01,ACH22,ACH43","sony, rico, kelley",887,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3999,"ACH01,ACH22,ACH43","sony, rico, kelley",1582,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4256,"ACH01,ACH22,ACH43","sony, rico, kelley",1105,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1421,"ACH01,ACH22,ACH43","sony, rico, kelley",838,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
996,"ACH01,ACH22,ACH43","sony, rico, kelley",1268,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
930,"ACH01,ACH22,ACH43","sony, rico, kelley",1292,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2831,"ACH01,ACH22,ACH43","sony, rico, kelley",389,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
106,"ACH01,ACH22,ACH43","sony, rico, kelley",487,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6415,"ACH01,ACH22,ACH43","sony, rico, kelley",828,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1400,"ACH01,ACH22,ACH43","sony, rico, kelley",1851,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1096,"ACH01,ACH22,ACH43","sony, rico, kelley",873,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9452,"ACH01,ACH22,ACH43","sony, rico, kelley",134,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7662,"ACH01,ACH22,ACH43","sony, rico, kelley",1719,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1884,"ACH01,ACH22,ACH43","sony, rico, kelley",669,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2370,"ACH01,ACH22,ACH43","sony, rico, kelley",590,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8755,"ACH01,ACH22,ACH43","sony, rico, kelley",1153,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6729,"ACH01,ACH22,ACH43","sony, rico, kelley",344,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3516,"ACH01,ACH22,ACH43","sony, rico, kelley",1278,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2432,"ACH01,ACH22,ACH43","sony, rico, kelley",1583,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
934,"ACH01,ACH22,ACH43","sony, rico, kelley",1631,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2001,"ACH01,ACH22,ACH43","sony, rico, kelley",1438,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7702,"ACH01,ACH22,ACH43","sony, rico, kelley",550,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
60,"ACH01,ACH22,ACH43","sony, rico, kelley",1379,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4153,"ACH01,ACH22,ACH43","sony, rico, kelley",369,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8237,"ACH01,ACH22,ACH43","sony, rico, kelley",210,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
372,"ACH01,ACH22,ACH43","sony, rico, kelley",164,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8798,"ACH01,ACH22,ACH43","sony, rico, kelley",314,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6845,"ACH01,ACH22,ACH43","sony, rico, kelley",1146,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1321,"ACH01,ACH22,ACH43","sony, rico, kelley",1811,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2295,"ACH01,ACH22,ACH43","sony, rico, kelley",758,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3881,"ACH01,ACH22,ACH43","sony, rico, kelley",341,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6268,"ACH01,ACH22,ACH43","sony, rico, kelley",854,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8262,"ACH01,ACH22,ACH43","sony, rico, kelley",1833,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1115,"ACH01,ACH22,ACH43","sony, rico, kelley",730,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
479,"ACH01,ACH22,ACH43","sony, rico, kelley",538,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
94,"ACH01,ACH22,ACH43","sony, rico, kelley",400,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2412,"ACH01,ACH22,ACH43","sony, rico, kelley",1946,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3858,"ACH01,ACH22,ACH43","sony, rico, kelley",462,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8816,"ACH01,ACH22,ACH43","sony, rico, kelley",1446,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8049,"ACH01,ACH22,ACH43","sony, rico, kelley",1581,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8047,"ACH01,ACH22,ACH43","sony, rico, kelley",1146,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
308,"ACH01,ACH22,ACH43","sony, rico, kelley",927,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
936,"ACH01,ACH22,ACH43","sony, rico, kelley",401,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5095,"ACH01,ACH22,ACH43","sony, rico, kelley",1775,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4934,"ACH01,ACH22,ACH43","sony, rico, kelley",516,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5555,"ACH01,ACH22,ACH43","sony, rico, kelley",159,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3185,"ACH01,ACH22,ACH43","sony, rico, kelley",1717,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8856,"ACH01,ACH22,ACH43","sony, rico, kelley",1508,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3992,"ACH01,ACH22,ACH43","sony, rico, kelley",1110,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5057,"ACH01,ACH22,ACH43","sony, rico, kelley",1236,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5081,"ACH01,ACH22,ACH43","sony, rico, kelley",996,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6526,"ACH01,ACH22,ACH43","sony, rico, kelley",534,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
483,"ACH01,ACH22,ACH43","sony, rico, kelley",224,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4842,"ACH01,ACH22,ACH43","sony, rico, kelley",465,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5464,"ACH01,ACH22,ACH43","sony, rico, kelley",1512,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7585,"ACH01,ACH22,ACH43","sony, rico, kelley",1959,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5433,"ACH01,ACH22,ACH43","sony, rico, kelley",1359,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1329,"ACH01,ACH22,ACH43","sony, rico, kelley",463,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1494,"ACH01,ACH22,ACH43","sony, rico, kelley",695,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9306,"ACH01,ACH22,ACH43","sony, rico, kelley",1930,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5092,"ACH01,ACH22,ACH43","sony, rico, kelley",1834,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9124,"ACH01,ACH22,ACH43","sony, rico, kelley",617,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9162,"ACH01,ACH22,ACH43","sony, rico, kelley",1472,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6843,"ACH01,ACH22,ACH43","sony, rico, kelley",1459,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5802,"ACH01,ACH22,ACH43","sony, rico, kelley",1253,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1374,"ACH01,ACH22,ACH43","sony, rico, kelley",132,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9744,"ACH01,ACH22,ACH43","sony, rico, kelley",818,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3732,"ACH01,ACH22,ACH43","sony, rico, kelley",1603,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7597,"ACH01,ACH22,ACH43","sony, rico, kelley",1818,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2151,"ACH01,ACH22,ACH43","sony, rico, kelley",1485,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5320,"ACH01,ACH22,ACH43","sony, rico, kelley",1618,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8477,"ACH01,ACH22,ACH43","sony, rico, kelley",1501,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9656,"ACH01,ACH22,ACH43","sony, rico, kelley",108,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7474,"ACH01,ACH22,ACH43","sony, rico, kelley",569,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8956,"ACH01,ACH22,ACH43","sony, rico, kelley",894,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
378,"ACH01,ACH22,ACH43","sony, rico, kelley",412,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3935,"ACH01,ACH22,ACH43","sony, rico, kelley",1988,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1619,"ACH01,ACH22,ACH43","sony, rico, kelley",1346,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2476,"ACH01,ACH22,ACH43","sony, rico, kelley",387,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
524,"ACH01,ACH22,ACH43","sony, rico, kelley",291,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8368,"ACH01,ACH22,ACH43","sony, rico, kelley",737,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6552,"ACH01,ACH22,ACH43","sony, rico, kelley",1995,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8140,"ACH01,ACH22,ACH43","sony, rico, kelley",465,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1696,"ACH01,ACH22,ACH43","sony, rico, kelley",1307,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
855,"ACH01,ACH22,ACH43","sony, rico, kelley",1032,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8699,"ACH01,ACH22,ACH43","sony, rico, kelley",397,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4783,"ACH01,ACH22,ACH43","sony, rico, kelley",1525,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1642,"ACH01,ACH22,ACH43","sony, rico, kelley",768,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9345,"ACH01,ACH22,ACH43","sony, rico, kelley",1962,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9708,"ACH01,ACH22,ACH43","sony, rico, kelley",1971,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8244,"ACH01,ACH22,ACH43","sony, rico, kelley",722,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7437,"ACH01,ACH22,ACH43","sony, rico, kelley",497,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3427,"ACH01,ACH22,ACH43","sony, rico, kelley",1070,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
9870,"ACH01,ACH22,ACH43","sony, rico, kelley",632,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5062,"ACH01,ACH22,ACH43","sony, rico, kelley",1019,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1880,"ACH01,ACH22,ACH43","sony, rico, kelley",297,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2407,"ACH01,ACH22,ACH43","sony, rico, kelley",1602,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3326,"ACH01,ACH22,ACH43","sony, rico, kelley",381,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4485,"ACH01,ACH22,ACH43","sony, rico, kelley",544,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6972,"ACH01,ACH22,ACH43","sony, rico, kelley",1833,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2232,"ACH01,ACH22,ACH43","sony, rico, kelley",151,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5850,"ACH01,ACH22,ACH43","sony, rico, kelley",1611,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3923,"ACH01,ACH22,ACH43","sony, rico, kelley",695,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4856,"ACH01,ACH22,ACH43","sony, rico, kelley",1389,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5559,"ACH01,ACH22,ACH43","sony, rico, kelley",1156,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4538,"ACH01,ACH22,ACH43","sony, rico, kelley",141,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7766,"ACH01,ACH22,ACH43","sony, rico, kelley",1566,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5003,"ACH01,ACH22,ACH43","sony, rico, kelley",1577,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8632,"ACH01,ACH22,ACH43","sony, rico, kelley",125,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2969,"ACH01,ACH22,ACH43","sony, rico, kelley",1710,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7516,"ACH01,ACH22,ACH43","sony, rico, kelley",202,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3907,"ACH01,ACH22,ACH43","sony, rico, kelley",352,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7793,"ACH01,ACH22,ACH43","sony, rico, kelley",1922,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
2708,"ACH01,ACH22,ACH43","sony, rico, kelley",377,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
93,"ACH01,ACH22,ACH43","sony, rico, kelley",1015,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6393,"ACH01,ACH22,ACH43","sony, rico, kelley",1694,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8947,"ACH01,ACH22,ACH43","sony, rico, kelley",1151,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1592,"ACH01,ACH22,ACH43","sony, rico, kelley",615,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
4693,"ACH01,ACH22,ACH43","sony, rico, kelley",1120,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7610,"ACH01,ACH22,ACH43","sony, rico, kelley",1717,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5271,"ACH01,ACH22,ACH43","sony, rico, kelley",1598,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7357,"ACH01,ACH22,ACH43","sony, rico, kelley",529,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7200,"ACH01,ACH22,ACH43","sony, rico, kelley",1044,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3032,"ACH01,ACH22,ACH43","sony, rico, kelley",1232,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7420,"ACH01,ACH22,ACH43","sony, rico, kelley",1405,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7569,"ACH01,ACH22,ACH43","sony, rico, kelley",1286,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
8349,"ACH01,ACH22,ACH43","sony, rico, kelley",1768,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1523,"ACH01,ACH22,ACH43","sony, rico, kelley",130,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
7176,"ACH01,ACH22,ACH43","sony, rico, kelley",469,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
5906,"ACH01,ACH22,ACH43","sony, rico, kelley",367,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
6956,"ACH01,ACH22,ACH43","sony, rico, kelley",558,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
3714,"ACH01,ACH22,ACH43","sony, rico, kelley",1938,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
1755,"ACH01,ACH22,ACH43","sony, rico, kelley",1208,"Medellin, Bogota, Cali, Barranquilla, Cartagena","jaime arenas, estefa zapata, dairon rodriguez, coman mamey, erika correa"
